Text Content,Document,Codes,Start position,End position,time_pre,author_pre,time_cur,author_cur,time_next,author_next,author_association
I use a dot in the file name so it sorts to the top of my list in the explorer.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",14361,14440,2016-08-03T12:41:39Z,ejmarino,2016-08-04T22:20:22Z,jimmynavio,2016-08-05T04:01:41Z,Gee19,NONE
"Obviously, I would rather not have to do this, but I figured it might be useful for some of you.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",14441,14537,2016-08-03T12:41:39Z,ejmarino,2016-08-04T22:20:22Z,jimmynavio,2016-08-05T04:01:41Z,Gee19,NONE
Almost forgot: don't forget to add the symbolic link to your .gitignore,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",14540,14611,2016-08-03T12:41:39Z,ejmarino,2016-08-04T22:20:22Z,jimmynavio,2016-08-05T04:01:41Z,Gee19,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,14721,14723,2016-08-04T22:20:22Z,jimmynavio,2016-08-05T04:01:41Z,Gee19,2016-08-05T12:21:54Z,arthurhenrique,NONE
This is a really important feature to a modern text editor.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",14842,14901,2016-08-05T04:01:41Z,Gee19,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,NONE
"Please solve that ""problem"" please.",issue396_allCommentsText.doc,"396_claim 1, 396_support 1",14902,14937,2016-08-05T04:01:41Z,Gee19,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,NONE
"For a while, I have had to copy and paste all of directories that is used to my actual work folder and this in Sublime Text is so Trivial.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",14938,15076,2016-08-05T04:01:41Z,Gee19,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,NONE
Project > Add Folder to Project at Sublime Text increments a new path to the Json structure.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",15079,15171,2016-08-05T04:01:41Z,Gee19,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,NONE
"When working with chef for example, it is common to see a folder structure like:",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",15365,15445,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,2016-08-20T03:32:22Z,danielsokolowski,NONE
Where the cookbooks (cookbook1 for example) under the root folder (cookbooks) are the independent git repos.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",15558,15666,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,2016-08-20T03:32:22Z,danielsokolowski,NONE
This is very common.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",15667,15687,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,2016-08-20T03:32:22Z,danielsokolowski,NONE
Now you have to work on cookbook4 but it includes cookbook2 and cookbook3.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",15688,15762,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,2016-08-20T03:32:22Z,danielsokolowski,NONE
"You will often need to open all 3, either to simply refer to code or to actually edit or refactor code in all 3.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",15763,15875,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,2016-08-20T03:32:22Z,danielsokolowski,NONE
The 2 normal (not symlink hacks) options present issues that no developer wants:,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",15878,15958,2016-08-05T12:21:54Z,arthurhenrique,2016-08-18T14:41:21Z,ddreggors,2016-08-20T03:32:22Z,danielsokolowski,NONE
"Visual Studio Code is not an IDE. It is a light-weight cross-platform editor, like Atom or Sublime.",issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",16494,16593,2016-08-20T03:32:22Z,danielsokolowski,2016-08-20T03:35:56Z,dmccaffery,2016-08-20T03:41:24Z,danielsokolowski,NONE
"Eclipse, Xcode, Visual Studio, et. all are behemoths in comparison.",issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",16594,16661,2016-08-20T03:32:22Z,danielsokolowski,2016-08-20T03:35:56Z,dmccaffery,2016-08-20T03:41:24Z,danielsokolowski,NONE
"Sorry, I am not sure if you are arguing against or for this feature...",issue396_allCommentsText.doc,396_non-argumentative,16782,16852,2016-08-20T03:35:56Z,dmccaffery,2016-08-20T03:41:24Z,danielsokolowski,2016-08-20T03:45:14Z,ddreggors,NONE
"Atom, Sublime, VIM, Emacs allow you to open multiple folders in one instance.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",16852,16929,2016-08-20T03:35:56Z,dmccaffery,2016-08-20T03:41:24Z,danielsokolowski,2016-08-20T03:45:14Z,ddreggors,NONE
"@dmccaffery the features being asked for here are not just IDE features, The features being asked for are common to all of the _editors_ you said Visual Studio Code is _like_.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",17173,17348,2016-08-20T03:41:24Z,danielsokolowski,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,NONE
"Atom, Sublime, and other lightweight editors can all open multiple folders.",issue396_allCommentsText.doc,"396_ground 1, 396_support 1",17351,17426,2016-08-20T03:41:24Z,danielsokolowski,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,NONE
"I, personally, don't care if this feature ends up in the product or not -- I understand why some folks want it, but I would point out that it does make everything slightly more convoluted.",issue396_allCommentsText.doc,"396_claim 4, 396_support 4",17541,17729,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,NONE
For instance: when searching using a regex expression -- which workspace am I searching?,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",17730,17818,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,NONE
"What if I have one folder containing a nodejs project where my tab width is typically 2 spaces, and one folder is a dotnet project where my tab width is 4 spaces?",issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",17831,17993,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,NONE
Code would need to be aware of the workspace settings for each folder and maintain context throughout.,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",17994,18096,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,NONE
These are just a few examples of where multiple workspaces within a single instance can be difficult.,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",18099,18200,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,NONE
"All I'm saying is, this feature is far more involved than just having multiple paths show up in the explorer.",issue396_allCommentsText.doc,"396_claim 4, 396_support 4",18201,18310,2016-08-20T03:45:14Z,ddreggors,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,NONE
@dmccaffery no more convoluted than sublime and atom.,issue396_allCommentsText.doc,"396_claim 4, 396_against 4",18424,18477,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,NONE
"Search in atom and sublime can be in current file only, in this workspace, etc...",issue396_allCommentsText.doc,"396_ground 5, 396_support 5",18546,18627,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,NONE
"Here is a fact, like it or not and it has nothing to do with what you or I want.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",18649,18729,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,NONE
"If other similar software at similar price points (free in this case) have better or more features, and the developer neglects this fact,.. this software will be left behind.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",18730,18904,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,NONE
I for one would not want to see that happen to this editor.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",18907,18966,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,NONE
I think this editor has very good potential and can remain relevant for some time _if_ the developers listen to the wants/needs of it's user base.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",18967,19113,2016-08-20T03:50:17Z,dmccaffery,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,NONE
Again; i'm not arguing for or against -- just keep in mind that this is a very new editor with far more out of the box context than its competitors -- give it some time.,issue396_allCommentsText.doc,396_non-argumentative,19228,19397,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,NONE
Even in your example with chef and git integration -- how do you maintain context as to which repo you're committing to?,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",19400,19520,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,NONE
"The current UI would need to adapt to constant context-switching -- same for OmniSharp, which is using a server and roslyn to provide syntax highlighting, etc. for CoreCLR projects.",issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",19521,19702,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,NONE
The implications are far reaching and will need to be very well thought out.,issue396_allCommentsText.doc,"396_warrant 4, 396_support 4",19703,19779,2016-08-20T03:58:45Z,ddreggors,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,NONE
No argument on the idea that features need to be well planned and thought out.,issue396_allCommentsText.doc,396_non-argumentative,19893,19971,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
That is a given I would think.,issue396_allCommentsText.doc,396_non-argumentative,19972,20002,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
"I think all users would be happy if the answer here was ""it is on the roadmap"" or ""we are working towards that end"".",issue396_allCommentsText.doc,396_non-argumentative,20003,20119,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
"All I am saying is that a ""no"" would probably kill off quite a few users over night.",issue396_allCommentsText.doc,396_non-argumentative,20119,20204,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
this is all true and all already accomplished in other open source editors.,issue396_allCommentsText.doc,"396_ground 4, 396_against 4",20269,20344,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
"You know the great thing about open source,,, it's open!",issue396_allCommentsText.doc,"396_against 4, 396_warrant 4",20345,20401,2016-08-20T04:04:47Z,dmccaffery,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,NONE
I found this mentioned in https://github.com/Microsoft/vscode/wiki/Roadmap,issue396_allCommentsText.doc,396_non-argumentative,20809,20883,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,2016-08-23T16:26:10Z,Tyriar,NONE
"I think no one say that this feature are simple (as all of us are developer, we can aware what need to be change) and I guest people comment on this ticket just want to show how important it is, how priority should it be, and how to compare this feature vs some VS Code brothers (Atom, Sublime for example).",issue396_allCommentsText.doc,396_non-argumentative,21080,21387,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,2016-08-23T16:26:10Z,Tyriar,NONE
"But because this already in the road map (anyone can confirm that the wiki page still correct) we should discuss about how to implement this instead of just saying how we need and how important it is (as again, I guess VS Code core team already know how we need it and how important this feature).",issue396_allCommentsText.doc,396_non-argumentative,21390,21687,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,2016-08-23T16:26:10Z,Tyriar,NONE
"I not familiar with VS Code source code, can any one tell me if I want to implement this feature, where should I look first?",issue396_allCommentsText.doc,396_non-argumentative,21690,21814,2016-08-20T04:15:13Z,ddreggors,2016-08-22T04:08:13Z,nvcnvn,2016-08-23T16:26:10Z,Tyriar,NONE
@nvcnvn it's not as trivial as it may look to implement this as a lot of vscode assumes that only a single folder can be opened.,issue396_allCommentsText.doc,396_non-argumentative,22008,22136,2016-08-22T04:08:13Z,nvcnvn,2016-08-23T16:26:10Z,Tyriar,2016-08-23T16:55:42Z,alefragnani,MEMBER
"As such it will need to go through UX and likely touch many parts of the codebase, potentially with impacts on the extension API as well.",issue396_allCommentsText.doc,396_non-argumentative,22137,22274,2016-08-22T04:08:13Z,nvcnvn,2016-08-23T16:26:10Z,Tyriar,2016-08-23T16:55:42Z,alefragnani,MEMBER
"I remember when Atom came out, with the same _single folder_ limitation.",issue396_allCommentsText.doc,396_non-argumentative,22390,22462,2016-08-23T16:26:10Z,Tyriar,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,NONE
"The complains were also the same, specially the comparations with Sublime. Then, when _multiple folder_ support was released, some packages(extensions) were broken, due to the new API.",issue396_allCommentsText.doc,396_non-argumentative,22463,22647,2016-08-23T16:26:10Z,Tyriar,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,NONE
Others didn't broke but also didn't support it as well.,issue396_allCommentsText.doc,396_non-argumentative,22648,22703,2016-08-23T16:26:10Z,Tyriar,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,NONE
"As @Tyriar said, there will be some UX and extension API impact, and will probably be a busy _Insider_ release for core and extensions developers, to adopt the new API.",issue396_allCommentsText.doc,396_non-argumentative,22774,22942,2016-08-23T16:26:10Z,Tyriar,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,NONE
So what exactly is being argued here?,issue396_allCommentsText.doc,396_non-argumentative,23056,23093,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,NONE
Hint:,issue396_allCommentsText.doc,396_non-argumentative,23175,23180,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,NONE
"That is the point of debugging, refactoring, pre-releases (alpha, beta, rc, etc...)",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",23229,23312,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,NONE
ALL IMPROVEMENTS IN CODE CAN BREAK SOMETHING!,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",23181,23226,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,NONE
"I mean all I see is ""don't make improvements because it could break things""...",issue396_allCommentsText.doc,"396_against 1, 396_warrant 1",23094,23172,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,NONE
I never ever met a serious programmer that was afraid to improve code because it might break something.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",23333,23436,2016-08-23T16:55:42Z,alefragnani,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,NONE
"@ddreggors I'm not arguing, I'm simply stating some information about the issue.",issue396_allCommentsText.doc,396_non-argumentative,23642,23722,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,2016-08-23T17:22:55Z,ddreggors,MEMBER
"As @nvcnvn pointed out, this issue is on the [roadmap](https://github.com/Microsoft/vscode/wiki/Roadmap) meaning the team will be looking at it soon.",issue396_allCommentsText.doc,396_non-argumentative,23877,24026,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,2016-08-23T17:22:55Z,ddreggors,MEMBER
We're a relatively small team though with a lot of stuff to cover so some things need to be delayed.,issue396_allCommentsText.doc,396_non-argumentative,24027,24127,2016-08-23T17:06:51Z,ddreggors,2016-08-23T17:16:07Z,Tyriar,2016-08-23T17:22:55Z,ddreggors,MEMBER
"@Tyriar  Understood, I just keep seeing these comments from several people that seem to suggest it is best not to add this feature for one reason or another.",issue396_allCommentsText.doc,396_non-argumentative,24241,24398,2016-08-23T17:16:07Z,Tyriar,2016-08-23T17:22:55Z,ddreggors,2016-08-23T17:31:26Z,Tyriar,NONE
"The worst of which was due to the fact that code is not an IDE, when others clearly compared other editors not IDEs.",issue396_allCommentsText.doc,396_non-argumentative,24399,24515,2016-08-23T17:16:07Z,Tyriar,2016-08-23T17:22:55Z,ddreggors,2016-08-23T17:31:26Z,Tyriar,NONE
It made me want to get to the root of the fear of this change to get past it if possible.,issue396_allCommentsText.doc,396_non-argumentative,24516,24605,2016-08-23T17:16:07Z,Tyriar,2016-08-23T17:22:55Z,ddreggors,2016-08-23T17:31:26Z,Tyriar,NONE
"I can understand the worry of that PR not being complete, however it could be a good start...",issue396_allCommentsText.doc,396_non-argumentative,24608,24701,2016-08-23T17:16:07Z,Tyriar,2016-08-23T17:22:55Z,ddreggors,2016-08-23T17:31:26Z,Tyriar,NONE
@ddreggors it would be wasted effort for anyone to touch this before it's been discussed in one of our [UX meetings](https://github.com/Microsoft/vscode/issues?q=is%3Aissue+label%3Aux-meeting+is%3Aclosed),issue396_allCommentsText.doc,396_non-argumentative,24907,25111,2016-08-23T17:22:55Z,ddreggors,2016-08-23T17:31:26Z,Tyriar,2016-08-23T17:34:14Z,ddreggors,MEMBER
"Fair enough, you would know best on that end.",issue396_allCommentsText.doc,396_non-argumentative,25225,25270,2016-08-23T17:31:26Z,Tyriar,2016-08-23T17:34:14Z,ddreggors,2016-08-23T17:47:00Z,kachkaev,NONE
"Thanks for efforts, and what looks like the start of a very good editor.",issue396_allCommentsText.doc,396_non-argumentative,25333,25405,2016-08-23T17:31:26Z,Tyriar,2016-08-23T17:34:14Z,ddreggors,2016-08-23T17:47:00Z,kachkaev,NONE
It also seems to be a wasted effort [to suggest this topic for your UX meetings](https://github.com/Microsoft/vscode/issues/9506#issuecomment-233793155) :â),issue396_allCommentsText.doc,396_non-argumentative,25518,25676,2016-08-23T17:34:14Z,ddreggors,2016-08-23T17:47:00Z,kachkaev,2016-09-05T16:38:14Z,pixelbyaj,NONE
I temporary switched back to Atom as it has become much more stable in 1.9 release.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",25679,25762,2016-08-23T17:34:14Z,ddreggors,2016-08-23T17:47:00Z,kachkaev,2016-09-05T16:38:14Z,pixelbyaj,NONE
It used to crash when any large file was opened and that was the main reason at started checking out VSCode at some point.,issue396_allCommentsText.doc,"396_ground 1, 396_support 1",25763,25885,2016-08-23T17:34:14Z,ddreggors,2016-08-23T17:47:00Z,kachkaev,2016-09-05T16:38:14Z,pixelbyaj,NONE
Really looking forward to see multiple projects in one window â seems like I've got nothing to do but following this thread until then.,issue396_allCommentsText.doc,"396_claim 1, 396_support 1",25886,26023,2016-08-23T17:34:14Z,ddreggors,2016-08-23T17:47:00Z,kachkaev,2016-09-05T16:38:14Z,pixelbyaj,NONE
Why Microsoft people not concentrating on this ?,issue396_allCommentsText.doc,396_non-argumentative,26137,26185,2016-08-23T17:47:00Z,kachkaev,2016-09-05T16:38:14Z,pixelbyaj,2016-09-07T01:32:20Z,mulianju,NONE
+1,issue396_allCommentsText.doc,14909_non-argumentative,26298,26300,2016-09-05T16:38:14Z,pixelbyaj,2016-09-07T01:32:20Z,mulianju,2016-09-09T08:47:35Z,elvestar,NONE
+1,issue396_allCommentsText.doc,14909_non-argumentative,26413,26415,2016-09-07T01:32:20Z,mulianju,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,NONE
I really love VS Code.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",26528,26550,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
"It's become my primary editor, but the difficulty of working in more than 2 projects at a time is becoming confounding.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",26551,26670,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
"There's a double whammy on these two open issues: this one, and [configuring title bar information](https://github.com/Microsoft/vscode/issues/1723).",issue396_allCommentsText.doc,"396_claim 1, 396_claim 6, 396_support 1, 396_support 6",26671,26820,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
"Either one of these features would solve the problem (though ideally, I'd like both!).",issue396_allCommentsText.doc,"396_claim 1, 396_claim 6, 396_support 1, 396_support 6",26823,26909,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
"I don't mind opening each project in a different physical VS Code window and let my OS manage the instances -- but because the title bar shows the open file name first, rather than some root folder/project identifier, it's impossible to switch to another specific open project without opening and looking at each active instance.",issue396_allCommentsText.doc,"396_ground 6, 396_support 6",27128,27457,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
It makes something that ought to be effortless into a constant annoyance.,issue396_allCommentsText.doc,"396_warrant 6, 396_support 6",27458,27531,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
Please - is there any way that adding one of these two features can become a priority?,issue396_allCommentsText.doc,"396_claim 1, 396_claim 6, 396_support 1, 396_support 6",27534,27620,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
"I've tried everything I can think of to work around it, I even spent an hour looking for some Windows taskbar alternative that would let me pick windows from a list that could show more of the text in the titlebar but I can't find anything.",issue396_allCommentsText.doc,"396_ground 1, 396_ground 6, 396_support 1, 396_support 6",27621,27861,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
If anyone has any suggestions for how to manage multiple open VS Code projects effectively I would love to hear them.,issue396_allCommentsText.doc,396_non-argumentative,27864,27981,2016-09-09T08:47:35Z,elvestar,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,NONE
"So if Project A has its own eslint rules, Project B should not be affected by those rules and vice versa.",issue396_allCommentsText.doc,"396_claim 7, 396_support 7",28202,28308,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,2016-09-14T13:45:39Z,douglas,NONE
Cannot wait to have such UX in Code.,issue396_allCommentsText.doc,"396_claim 1, 396_claim 7, 396_support 1, 396_support 7",28308,28344,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,2016-09-14T13:45:39Z,douglas,NONE
"This is definitely one of, if not the biggest adoption hurdles right now.",issue396_allCommentsText.doc,"396_warrant 1, 396_warrant 7, 396_support 1, 396_support 7",28345,28418,2016-09-09T13:24:26Z,jamietre,2016-09-11T19:05:34Z,saada,2016-09-14T13:45:39Z,douglas,NONE
This is the only thing that is holding me to adopt it.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",28530,28584,2016-09-11T19:05:34Z,saada,2016-09-14T13:45:39Z,douglas,2016-09-15T15:43:54Z,mrlami,NONE
"I know that you may have a lot of other issues to fix and other features to implement, but, at least some basic support to get started would be awesome.",issue396_allCommentsText.doc,"396_claim 8, 396_support 8",28587,28739,2016-09-11T19:05:34Z,saada,2016-09-14T13:45:39Z,douglas,2016-09-15T15:43:54Z,mrlami,NONE
Thanks for the hard work on VSCode!,issue396_allCommentsText.doc,396_non-argumentative,28742,28777,2016-09-11T19:05:34Z,saada,2016-09-14T13:45:39Z,douglas,2016-09-15T15:43:54Z,mrlami,NONE
+1,issue396_allCommentsText.doc,396_non-argumentative,28888,28890,2016-09-14T13:45:39Z,douglas,2016-09-15T15:43:54Z,mrlami,2016-09-17T02:35:41Z,gilboa23,NONE
"Until this feature is implemented (if ever), may i suggest that you simply add ability to configure the title bar to show the project name before the file name.",issue396_allCommentsText.doc,"396_claim 6, 396_support 6",29003,29163,2016-09-15T15:43:54Z,mrlami,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,NONE
This way it will at least be possible to distinguish between the different vscode windows that are open for the different projects.,issue396_allCommentsText.doc,"396_warrant 6, 396_support 6",29164,29295,2016-09-15T15:43:54Z,mrlami,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,NONE
See [#1723](https://github.com/Microsoft/vscode/issues/1723).,issue396_allCommentsText.doc,"396_warrant 6, 396_support 6",29296,29357,2016-09-15T15:43:54Z,mrlami,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,NONE
This is a show stopper for me too.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",29473,29507,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,NONE
I see some devs are wondering why you have multiple git repos at once.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",29508,29578,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,NONE
This happens with almost any language that uses third part modules.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",29579,29646,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,NONE
"Just look at php - composer, js - bower, node - npm, golang etc.",issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",29647,29711,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,NONE
It is very common to start a project which uses some of your modules and you want to edit and commit the changes in the scope of the project.,issue396_allCommentsText.doc,"396_warrant 1, 396_support 1",29712,29853,2016-09-17T02:35:41Z,gilboa23,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,NONE
The simplest solution would be to stop searching for settings in parent directories one a `.vscode/settings.json` file is found.,issue396_allCommentsText.doc,"396_claim 9, 396_support 9",30826,30954,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,2016-09-23T19:10:49Z,KioriSun,NONE
Is there at least support for recognizing `.vscode/settings.json` in nested directories.,issue396_allCommentsText.doc,"396_claim 9, 396_support 9",29964,30052,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,2016-09-23T19:10:49Z,KioriSun,NONE
"When working on a single project, there may be subtrees with different sets of settings and which come form different (git) repositories.",issue396_allCommentsText.doc,"396_claim 9, 396_support 9",30053,30190,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,2016-09-23T19:10:49Z,KioriSun,NONE
"I would expect that vscode would take (and maybe merge) the settings of the closest parent directory like a lot of config files (`.eslint`, `.gitignore`, `.editorconfig`, `tsconfig.json`, 'package.json` ....).",issue396_allCommentsText.doc,"396_claim 9, 396_support 9",30495,30704,2016-09-19T14:17:27Z,nkostadinov,2016-09-19T19:03:05Z,scharf,2016-09-23T19:10:49Z,KioriSun,NONE
